"Campaign name","Ad set name","Ad name",Age,Gender,"Campaign name","Result Type",Results,"Cost per result","Amount spent (INR)","Result rate",Frequency,"CTR (all)","CPM (cost per 1,000 impressions)","Reporting starts","Reporting ends"
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,25-34,female,"PATC Webinar - CBO",,,,0.25,,1,0,125,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Bhalerao",55-64,male,"PATC Course",,,,0.25,,1.75,14.28571429,35.71428571,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,18-24,unknown,"PATC Webinar",,,,0.25,,1,0,35.71428571,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",New,35-44,male,"PATC - Webinar - Lead - 21st Dec",,,,0.25,,1,0,31.25,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",25-34,unknown,"PATC Webinar",,,,0.24998008140068,,1.5,0,27.7755646,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Simplest Way",55-64,female,"PATC Webinar - CBO",,,,0.24,,1,50,120,2022-01-01,2022-03-31
"PATC Course","PATC Course","Mentoring Session",25-34,unknown,"PATC Course",,,,0.24,,1.5,0,80,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",45-54,female,"PATC Webinar",,,,0.24,,1,0,80,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Banner,18-24,unknown,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,0.23,0.23,100,1,0,230,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",35-44,unknown,"PATC Webinar",,,,0.22998961953333,,1,0,76.66320651,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre",35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.2297830695435,,1.3333333333333,0,57.44576739,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Vasudev,65+,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,0.22973863298855,0.22973863298855,100,1,0,229.73863299,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",45-54,female,"PATC Webinar - CBO",,,,0.22,,2,0,55,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,55-64,male,"PATC Webinar - CBO",,,,0.22,,1,0,220,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Doodle Ad",45-54,female,"PATC - Webinar - Lead - 21st Dec",,,,0.22,,1,0,110,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Landing Page - S",25-34,unknown,"PATC Webinar",,,,0.21999825591074,,0,0,73.33275197,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre",55-64,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.21979250130248,,1,0,109.89625065,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Template,13-17,female,"PATC Webinar",,,,0.21,,0,0,70,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",55-64,female,"PATC Webinar",,,,0.21,,1,0,105,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre",55-64,female,"PATC Webinar",,,,0.20894971403105,,1,0,208.94971403,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Landing Page - S",18-24,male,"PATC Webinar",,,,0.2,,1,0,66.66666667,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,45-54,unknown,"PATC Course",,,,0.2,,5,0,40,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA",Testimonials,25-34,male,"PATC Course",,,,0.2,,1,0,100,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Simplest Way",55-64,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.2,,2,0,50,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",18-24,female,"PATC Webinar",,,,0.19994324045408,,1,0,39.98864809,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Female",55-64,male,"PATC Webinar",,,,0.19,,2.5,0,38,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",35-44,unknown,"PATC Webinar",,,,0.19,,1,0,190,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Landing Page - S",35-44,female,"PATC Webinar",,,,0.19,,1,0,95,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Ramnath Iyer",35-44,unknown,"PATC Webinar – News",,,,0.19,,0,0,31.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Landing Page - S",55-64,unknown,"PATC Webinar",,,,0.1899984937411,,1,25,47.49962344,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",18-24,female,"PATC Webinar",,,,0.18993655924031,,1.2,0,31.65609321,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",55-64,unknown,"PATC Webinar",,,,0.18983734376441,,2,0,94.91867188,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Investing Edge",35-44,female,"PATC Webinar",,,,0.18,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Ramnath Iyer - Reels",45-54,male,"PATC Webinar - CBO",,,,0.18,,1,0,22.5,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Analyse Stocks",18-24,female,"PATC Webinar - CBO",,,,0.18,,2.5,0,36,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Vasudev,18-24,female,"PATC Course",,,,0.18,,3,0,60,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",18-24,female,"PATC Webinar",,,,0.17973681533845,,1.2,0,29.95613589,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Simplest Way",35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.17,,1,0,85,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",55-64,unknown,"PATC Webinar",,,,0.17,,1,0,85,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Yatindra Dongre",18-24,female,"PATC Webinar",,,,0.17,,1,0,56.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Webinar Feedback",35-44,unknown,"PATC Webinar",,,,0.17,,1,0,85,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Indicators,55-64,unknown,"PATC Webinar",,,,0.16998605782812,,1.5,0,56.66201928,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",55-64,female,"PATC Webinar",,,,0.16995175438596,,1,0,84.97587719,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",35-44,unknown,"PATC Webinar",,,,0.16995175438596,,1,0,84.97587719,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Doodle Ad",55-64,male,"PATC - Webinar - Lead - 21st Dec",,,,0.16,,1,0,80,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,45-54,unknown,"PATC Webinar - CBO",,,,0.16,,3,0,53.33333333,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Huge Losses",25-34,female,"PATC Webinar - CBO",,,,0.16,,1.3333333333333,0,20,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Indicators,13-17,male,"PATC Webinar",,,,0.16,,0,0,40,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",55-64,female,"PATC Course",,,,0.16,,2,0,80,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Female",18-24,male,"PATC Webinar",,,,0.16,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Indicators - Female",55-64,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.15,,1,0,37.5,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Landing Page - S – Copy",25-34,female,"Webinar 2021 - 2",,,,0.15,,1,0,150,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Rudrashish Sen",55-64,male,"PATC Course",,,,0.15,,1.5,0,50,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",13-17,male,"PATC Webinar",,,,0.14999531461696,,1,0,21.42790209,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",35-44,unknown,"PATC Webinar",,,,0.14978067944871,,1,0,49.92689315,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",18-24,unknown,"PATC Webinar",,,,0.14002179081429,,0,0,46.67393027,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Huge Losses",18-24,female,"PATC Webinar - CBO",,,,0.14,,1.3333333333333,0,35,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","New - Imbalance",18-24,female,"PATC Webinar - CBO",,,,0.14,,1,0,70,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Working professionals",35-44,female,"PATC - Webinar - Lead - 21st Dec",,,,0.14,,1,0,35,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",55-64,unknown,"PATC Webinar",,,,0.14,,1,0,140,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Ramnath Iyer",18-24,unknown,"PATC Webinar – News",,,,0.14,,2,0,35,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Female",13-17,male,"PATC Webinar",,,,0.13999030795913,,1,0,34.99757699,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New - Imbalance",13-17,male,"PATC Webinar",,,,0.13998426747308,,0,0,69.99213374,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,45-54,female,"PATC Course",,,,0.13,,1.5,0,43.33333333,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","New - Imbalance – Copy",35-44,female,"Webinar 2021 - 2",,,,0.13,,1,0,130,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,18-24,unknown,"PATC Webinar – News",,,,0.13,,1,0,43.33333333,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",55-64,male,"PATC Webinar - CBO",,,,0.13,,1,0,130,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Approach,25-34,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.13,,1,0,130,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New - Imbalance",55-64,unknown,"PATC Webinar",,,,0.12998539122501,,0,0,129.98539123,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Consistent Results",25-34,unknown,"PATC Webinar",,,,0.12986746714998,,1,0,129.86746715,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",25-34,unknown,"PATC Webinar",,,,0.12010832950224,,1.25,0,24.0216659,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Vasudev,45-54,female,"PATC Course",,,,0.12,,1,0,120,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Prashant Gore",35-44,unknown,"PATC Webinar",,,,0.12,,1,0,40,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Sharks,45-54,male,"Webinar 2021 - 2",,,,0.12,,1,0,120,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trading & Investing",18-24,female,"PATC Webinar",,,,0.12,,1,0,120,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Indicators,25-34,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,0.11999917314941,,1,0,59.99958657,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",13-17,female,"PATC Webinar",,,,0.11999458410435,,0,0,59.99729205,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Approach,45-54,female,"PATC Webinar",,,,0.1101106943555,,1,0,110.11069436,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Yatindra Dongre",18-24,male,"PATC Webinar - CBO",,,,0.11,,1,0,27.5,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Prashant Gore",45-54,unknown,"PATC Webinar",,,,0.11,,1,0,110,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,18-24,female,"PATC Course",,,,0.11,,2,0,55,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Rudrashish Sen",55-64,female,"PATC Course",,,,0.11,,1,0,110,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Male",45-54,unknown,"PATC Webinar",,,,0.11,,2,0,55,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Analyse Stocks",18-24,female,"PATC Webinar",,,,0.1,,1,0,50,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",35-44,female,"PATC Webinar - CBO",,,,0.1,,1,0,100,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",55-64,unknown,"PATC Webinar",,,,0.1,,1,0,100,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,0.1,,1,0,100,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,13-17,male,"PATC Webinar",,,,0.099974810079567,,0,0,24.99370252,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",25-34,unknown,"PATC Webinar",,,,0.099853786299141,,1,0,99.8537863,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Shark,18-24,unknown,"PATC Webinar – News",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Prashant Gore",25-34,unknown,"PATC Webinar",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",18-24,female,"PATC Webinar",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Investing Edge",18-24,female,"PATC Webinar",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",25-34,female,"PATC Course",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Inconsistent Profits",45-54,female,"PATC Webinar - CBO",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Concept - Price Action",35-44,unknown,"PATC Webinar",,,,0.09,,3,0,30,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Inconsistent Profits",18-24,female,"PATC Webinar - CBO",,,,0.09,,1,0,90,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Template,18-24,unknown,"PATC Webinar",,,,0.09,,0,0,15,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Indicators - Female",18-24,unknown,"PATC Webinar",,,,0.08,,1,0,80,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Discovery,65+,male,"PATC Webinar – Remarketing – Copy",,,,0.08,,1,0,80,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,45-54,unknown,"PATC Webinar - CBO",,,,0.08,,1,0,80,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre - 2",18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,0.08,,2,0,40,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Video Ad #3",13-17,female,"PATC Webinar",,,,0.08,,0,0,80,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",18-24,unknown,"PATC Webinar – News",,,,0.08,,1,0,80,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 1",55-64,female,"PATC Webinar",,,,0.079996389402898,,1,0,13.33273157,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,18-24,unknown,"PATC Webinar",,,,0.079979848063653,,1,0,79.97984806,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Vasudev,13-17,unknown,"PATC Webinar",,,,0.079979848063653,,0,0,79.97984806,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre",18-24,female,"PATC Webinar",,,,0.079599891059447,,1,0,79.59989106,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Prashant Gore",18-24,female,"PATC Webinar",,,,0.07,,1,50,35,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,18-24,unknown,"PATC Course",,,,0.07,,1,0,70,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,35-44,unknown,"PATC Webinar - CBO",,,,0.07,,1,0,70,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Analyse Stocks",35-44,female,"Webinar 2021 - 2",,,,0.07,,1,0,70,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Vasudev,45-54,male,"Webinar 2021 - 2",,,,0.07,,1,0,35,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","New Reel",35-44,female,"PATC Webinar - CBO",,,,0.07,,1,0,14,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Vasudev,18-24,male,"Webinar 2021 - 2",,,,0.07,,1,0,70,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",35-44,unknown,"PATC Webinar",,,,0.07,,1,0,35,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,55-64,unknown,"PATC Webinar",,,,0.069997449621749,,0,0,34.99872481,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",55-64,unknown,"PATC Webinar",,,,0.069980134158927,,1,0,69.98013416,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","No Indicators",13-17,male,"PATC Webinar",,,,0.069974667443006,,1,0,23.32488915,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",New,45-54,female,"PATC - Webinar - Lead - 21st Dec",,,,0.06,,1,0,60,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Discovery,55-64,female,"PATC Webinar – Remarketing – Copy",,,,0.06,,1,0,60,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Indicators,18-24,female,"PATC Webinar – News",,,,0.06,,1,0,20,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",Template,45-54,female,"PATC - Webinar - Lead - 21st Dec",,,,0.06,,1,0,60,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",45-54,male,"PATC Webinar - CBO",,,,0.06,,1,0,8.57142857,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",13-17,male,"PATC Webinar",,,,0.06,,1,0,30,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Date,13-17,male,"PATC Webinar",,,,0.06,,1,0,60,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Analyse Stocks",13-17,male,"PATC Webinar",,,,0.059997887730354,,1,0,14.99947193,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,13-17,male,"PATC Webinar",,,,0.059997813961499,,0,0,14.99945349,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",18-24,female,"PATC Webinar",,,,0.059979798878139,,1,0,29.98989944,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Prashant Gore",55-64,unknown,"PATC Webinar",,,,0.05,,1,0,50,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,45-54,female,"PATC Webinar - CBO",,,,0.05,,1.5,0,16.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",13-17,male,"PATC Webinar",,,,0.05,,0,0,12.5,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","New Reel",45-54,female,"PATC Webinar - CBO",,,,0.05,,1,0,25,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Madgaonkar",18-24,female,"PATC Course",,,,0.05,,2,0,25,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",18-24,unknown,"PATC Webinar",,,,0.049998438205654,,0,0,6.24980478,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Reel #1",55-64,unknown,"PATC Webinar",,,,0.049995269013362,,0,0,24.99763451,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Ramnath Iyer - Reels",25-34,female,"PATC Webinar - CBO",,,,0.04,,1,0,5.71428571,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Inconsistent Profits",45-54,male,"PATC - Webinar - Lead - 21st Dec",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Analyze Stocks",45-54,male,"PATC - Webinar - Lead - 21st Dec",,,,0.04,,1,0,20,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Analyse Stocks",18-24,male,"Webinar 2021 - 2",,,,0.04,,1,0,20,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,13-17,female,"PATC Webinar – News",,,,0.04,,0,0,40,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",35-44,unknown,"PATC Course",,,,0.04,,1,0,20,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Simplest Way",45-54,female,"PATC Webinar - CBO",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Shark,13-17,female,"PATC Webinar – News",,,,0.04,,0,0,40,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Date,45-54,unknown,"PATC Webinar",,,,0.04,,1.5,0,13.33333333,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","New - Imbalance",25-34,unknown,"PATC Webinar - CBO",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Working Professionals",18-24,male,"PATC Webinar",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Approach,55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Approach,18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,0.04,,1,0,20,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trade Setup - Siemens",25-34,unknown,"PATC Webinar",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Indicators - Male",18-24,female,"PATC Webinar - CBO",,,,0.04,,1,0,20,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Sharks,25-34,unknown,"PATC Webinar",,,,0.04,,1,0,40,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",55-64,unknown,"PATC Webinar – Remarketing – Copy",,,,0.039999441557608,,1,0,39.99944156,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","New - Imbalance",18-24,unknown,"PATC Webinar",,,,0.03999550499231,,0,0,39.99550499,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Sharks,13-17,male,"PATC Webinar",,,,0.039995170318155,,1,0,39.99517032,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Inconsistent Profits",18-24,unknown,"PATC Webinar",,,,0.039993335586241,,0,0,39.99333559,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Inconsistent Profits",45-54,unknown,"PATC Webinar",,,,0.039988648090815,,1,0,39.98864809,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Huge Losses",25-34,unknown,"PATC Webinar",,,,0.039986644050592,,1,0,19.99332203,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,13-17,male,"PATC Webinar",,,,0.03998541700086,,0,0,19.9927085,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",13-17,female,"PATC Webinar",,,,0.030004669460204,,0,0,15.00233473,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Male",13-17,male,"PATC Webinar",,,,0.03,,0,0,30,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Ajit Mahuli",55-64,male,"Webinar 2021 - 2",,,,0.03,,1,0,30,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",55-64,unknown,"PATC Webinar",,,,0.03,,1,0,30,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trade Setup - Siemens",13-17,male,"PATC Webinar",,,,0.03,,1,100,30,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Yatindra Dongre - 2",35-44,female,"PATC Webinar - CBO",,,,0.03,,1,0,15,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Yatindra Dongre",18-24,female,"PATC Webinar - CBO",,,,0.03,,1,0,30,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Yatindra Dongre",35-44,unknown,"PATC Webinar",,,,0.03,,1,0,30,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Male",55-64,male,"PATC Webinar",,,,0.03,,1.5,0,10,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Landing Page - S – Copy",35-44,female,"Webinar 2021 - 2",,,,0.03,,1,0,30,2022-01-01,2022-03-31
