"Campaign name","Ad set name","Ad name",Age,Gender,"Campaign name","Result Type",Results,"Cost per result","Amount spent (INR)","Result rate",Frequency,"CTR (all)","CPM (cost per 1,000 impressions)","Reporting starts","Reporting ends"
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Ajit Mahuli",55-64,female,"PATC Webinar - Conv - 19th Jan 22",,,,3.4998706632599,,1.1666666666667,7.14285714,249.99076166,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Female",45-54,male,"PATC Webinar",,,,3.49,,1.1111111111111,0,349,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",55-64,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,3.48,3.48,25,2,0,870,2022-01-01,2022-03-31
"PATC Course","PATC Course","Rudrashish Sen",45-54,male,"PATC Course",,,,3.47,,1.15,4.34782609,150.86956522,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Trade Setup - Siemens",45-54,female,"PATC Webinar - CBO",,,,3.45,,1.125,0,383.33333333,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Last Few Seats Left",25-34,unknown,"PATC Webinar – Remarketing – Copy",,,,3.4499518343436,,3,0,191.6639908,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Consistent Results",18-24,female,"PATC Webinar",,,,3.4364929768917,,1.0714285714286,13.33333333,229.09953179,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Video Ad #3",25-34,male,"Webinar 2021 - 2",,,,3.42,,1,0,190,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",45-54,unknown,"PATC Webinar",,,,3.42,,2,16.66666667,570,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",35-44,unknown,"PATC Webinar",,,,3.4130783633552,,1.5,0,284.42319695,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Sharks,45-54,unknown,"PATC Webinar",,,,3.4095882696227,,1.25,0,340.95882696,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",35-44,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,3.3828343420499,,1.5,0,563.80572367,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre",35-44,female,"PATC Webinar",,,,3.3730453836441,,1.125,0,187.3914102,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Reel #1",45-54,male,"PATC Webinar - CBO",,,,3.37,,1,2.77777778,93.61111111,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,35-44,unknown,"PATC Webinar",,,,3.349968791146,,1.75,0,159.52232339,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",35-44,female,"PATC Webinar",,,,3.34,,1.2307692307692,0,208.75,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Yatindra Dongre",45-54,unknown,"PATC Webinar",,,,3.3288788377367,,1.8333333333333,0,302.62534889,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Indicators - Male",25-34,female,"PATC Webinar - CBO",,,,3.31,,1.2857142857143,0,367.77777778,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Discovery,35-44,female,"PATC Webinar – Remarketing – Copy",,,,3.29,,1,0,658,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials - Reels",65+,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,3.27,3.27,20,5,0,654,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trading & Investing",25-34,female,"PATC Webinar",,,,3.26,,1,0,1630,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Results - Reels",18-24,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,3.25,3.25,7.1428571428571,1.75,0,232.14285714,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",55-64,female,"PATC Webinar",,,,3.22,,1.2142857142857,0,189.41176471,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Video Ad #3",45-54,female,"PATC Webinar - CBO",,,,3.2,,1.4,0,457.14285714,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",18-24,female,"PATC Webinar – News",,,,3.18,,1.2272727272727,0,117.77777778,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Testimonial - 2",25-34,unknown,"PATC Webinar",,,,3.1799006698796,,3.3125,0,59.99812585,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Vasudev,45-54,unknown,"PATC Webinar",,,,3.17,,1,50,1585,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,35-44,unknown,"PATC Webinar",,,,3.17,,2.875,0,137.82608696,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Invest in Learning",25-34,female,"PATC Webinar - CBO",,,,3.15,,1,0,1050,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Yatindra Dongre",45-54,male,"PATC Webinar - CBO",,,,3.11,,1.0769230769231,0,222.14285714,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Ramnath Iyer",35-44,unknown,"PATC Course",,,,3.07,,4,0,767.5,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Indicators,25-34,unknown,"PATC Webinar",,,,3.0696634963532,,1.1666666666667,0,109.63083916,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,45-54,female,"PATC Webinar - CBO",,,,3.05,,1.2,0,508.33333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Image Ad #1",18-24,male,"PATC Webinar",,,,3.05,,1.2222222222222,2.27272727,69.31818182,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Prashant Gore",35-44,female,"PATC Webinar",,,,3.04,,1.1111111111111,0,304,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase",Vasudev,18-24,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,3.0365454099356,3.0365454099356,3.5714285714286,1.8666666666667,0,108.44805035,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Concept - Price Action",25-34,female,"PATC Webinar",,,,3.03,,1,0,233.07692308,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Trade Setup - Siemens",45-54,female,"PATC Webinar",,,,3.01,,1.2222222222222,0,273.63636364,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Ramnath Iyer - Reels",55-64,female,"PATC Webinar",,,,2.9896468325963,,0,0,298.96468326,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",18-24,male,"PATC Course",,,,2.98,,1.6666666666667,0,298,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","Webinar Feedback",18-24,female,"PATC Webinar – News",,,,2.97,,2.140625,0,21.67883212,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels","New Creative #3",25-34,unknown,"PATC Webinar – News",,,,2.97,,4,0,371.25,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Indicators - Male",18-24,male,"PATC Webinar - CBO",,,,2.97,,1.0769230769231,0,212.14285714,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits",Date,25-34,unknown,"PATC Webinar – Remarketing – Copy",,,,2.9298145149038,,2.3333333333333,7.14285714,209.27246535,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Indicators,18-24,female,"PATC Webinar",,,,2.91,,1.15,2.17391304,63.26086957,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","No Indicators",18-24,male,"PATC Webinar - CBO",,,,2.87,,1.0952380952381,0,124.7826087,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Investing Edge – Copy",35-44,male,"Webinar 2021 - 2",,,,2.87,,1,0,956.66666667,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests",Indicators,35-44,female,"PATC Webinar - CBO",,,,2.84,,1.1111111111111,0,284,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","Testimonials #2 - Reels",18-24,female,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,2.84,2.84,4.1666666666667,1.6,0,118.33333333,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Template,25-34,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,2.8399948143103,,1.625,0,218.46113956,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","New - Imbalance – Copy",45-54,male,"Webinar 2021 - 2",,,,2.83,,1,0,471.66666667,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,45-54,female,"PATC Course",,,,2.81,,3,0,936.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Simplest Way",18-24,female,"PATC Webinar",,,,2.7397816921514,,1,6.25,85.61817788,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",18-24,female,"PATC Webinar",,,,2.72,,1.2666666666667,0,71.57894737,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA",Vasudev,55-64,male,"PATC Course",,,,2.7,,1,0,337.5,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Video Ad #3",55-64,male,"PATC Webinar - CBO",,,,2.69,,1,0,336.25,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",55-64,female,"PATC Webinar",,,,2.68,,0,0,382.85714286,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Yatindra Dongre",45-54,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,2.6774722885939,,1.2857142857143,11.11111111,297.49692095,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","New - Imbalance",45-54,female,"PATC Webinar",,,,2.676081472817,,1,6.25,167.25509205,2022-01-01,2022-03-31
"PATC Course","PATC Course",Vasudev,35-44,unknown,"PATC Course",,,,2.65,,1,0,331.25,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Invest in Learning",25-34,unknown,"PATC Webinar",,,,2.63,,0,0,175.33333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Sharks,35-44,unknown,"PATC Webinar",,,,2.6196836558392,,1.0833333333333,0,201.51412737,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Prashant Gore",25-34,female,"PATC Webinar",,,,2.59,,1.2307692307692,0,161.875,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",45-54,unknown,"PATC Webinar",,,,2.5478169821012,,2,0,424.63616368,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Madgaonkar",45-54,unknown,"PATC Course",,,,2.54,,3,0,423.33333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Concept - Price Action",18-24,male,"PATC Webinar",,,,2.53,,1.1,0,230,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Reel #1",18-24,male,"PATC Webinar - CBO",,,,2.53,,1,0,16.42857143,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Approach,55-64,female,"PATC Webinar",,,,2.4091213743018,,1.1111111111111,0,120.45606872,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Video Ad",35-44,unknown,"PATC Course",,,,2.38,,4,0,595,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,45-54,unknown,"PATC Webinar",,,,2.37,,1,0,474,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,35-44,female,"PATC Webinar - Conv - 19th Jan 22",,,,2.37,,1,0,592.5,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Vasudev,18-24,female,"PATC Webinar",,,,2.3699779209003,,1.1481481481481,0,19.11272517,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",35-44,male,"PATC Webinar - CBO",,,,2.34,,1,0,111.42857143,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,45-54,male,"PATC Webinar - CBO",,,,2.34,,1.5,4.76190476,111.42857143,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",18-24,female,"PATC Webinar",,,,2.32,,1,0,386.66666667,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,18-24,female,"PATC Webinar – News",,,,2.31,,1.5,0,770,2022-01-01,2022-03-31
"PATC Course","PATC Course","Milind Bhalerao",45-54,female,"PATC Course",,,,2.25,,1,0,375,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Landing Page - S",45-54,female,"PATC Webinar",,,,2.2480738077364,,1.2,5.55555556,124.89298932,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting","Working professionals",45-54,male,"PATC - Webinar - Lead - 21st Dec",,,,2.24,,1,0,448,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","Webinar Feedback",45-54,male,"PATC Webinar",,,,2.24,,1.063829787234,0,44.8,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests",Date,35-44,female,"PATC Webinar",,,,2.23,,1.2222222222222,0,202.72727273,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Vasudev,45-54,female,"PATC Webinar",,,,2.23,,1.0714285714286,0,148.66666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1",Date,55-64,female,"PATC Webinar",,,,2.22,,1,0,555,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,25-34,female,"PATC Course",,,,2.22,,1.25,20,222,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Prashant Gore",25-34,female,"PATC Webinar",,,,2.21,,1.1,0,200.90909091,2022-01-01,2022-03-31
"Webinar Purchase - Brand Awarness","Webinar Purchase","SM YAtindra",35-44,unknown,"Webinar Purchase - Brand Awarness","Estimated ad recall lift (people)",1,2.21,2.21,100,1,0,2210,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Investing Edge",45-54,male,"PATC Webinar",,,,2.21,,1.2,0,184.16666667,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Simplest Way",35-44,unknown,"PATC Webinar",,,,2.2,,1.6666666666667,0,220,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Vasudev,25-34,male,"Webinar 2021 - 2",,,,2.2,,1,0,110,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Doodle Ad",35-44,unknown,"PATC Webinar",,,,2.1803393141082,,2.25,0,121.12996189,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,25-34,male,"PATC Webinar - CBO",,,,2.17,,1.2142857142857,2.94117647,63.82352941,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre - 2",35-44,female,"PATC Webinar",,,,2.17,,1.1111111111111,0,217,2022-01-01,2022-03-31
"PATC Course","PATC Course",Testimonials,55-64,male,"PATC Course",,,,2.16,,3.25,0,83.07692308,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Analyse,45-54,female,"PATC Webinar – News",,,,2.12,,1.375,9.09090909,192.72727273,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Invest in Learning",45-54,female,"PATC Webinar",,,,2.12,,1,0,192.72727273,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Vasudev,55-64,female,"PATC Webinar",,,,2.11,,1,0,703.33333333,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Landing Page - S",55-64,female,"PATC Webinar",,,,2.0999833518753,,1,0,419.99667038,2022-01-01,2022-03-31
"PATC Webinar – News","News Channels",Template,35-44,unknown,"PATC Webinar – News",,,,2.07,,2.5,0,103.5,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course - NA","Rudrashish Sen",45-54,male,"PATC Course",,,,2.07,,1,0,690,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors","Analyse Stocks",35-44,male,"Webinar 2021 - 2",,,,2.06,,1.125,0,114.44444444,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Analyse Stocks",18-24,female,"PATC Webinar",,,,2.0518506289965,,1.0384615384615,0,75.99446774,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",55-64,female,"PATC Course",,,,2.05,,1.25,0,410,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Sharks,35-44,male,"Webinar 2021 - 2",,,,2.04,,1,0,408,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Consistent Results",35-44,unknown,"PATC Webinar",,,,2.0379202537381,,1.6666666666667,20,407.58405075,2022-01-01,2022-03-31
"PATC Course","PATC Course","Ramnath Iyer",45-54,unknown,"PATC Course",,,,2.03,,1.5,0,338.33333333,2022-01-01,2022-03-31
"PATC Webinar – Remarketing – Copy","Website Visits","Remarketing #3",65+,male,"PATC Webinar – Remarketing – Copy",,,,2.03,,1.3333333333333,0,253.75,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels","New Reel",25-34,unknown,"PATC Webinar",,,,2.0199593527836,,1,0,80.79837411,2022-01-01,2022-03-31
"PATC Course","PATC Course","Mentoring Session",45-54,unknown,"PATC Course",,,,2,,1.6,0,250,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – News + Interests","Indicators - Male",35-44,unknown,"PATC Webinar",,,,2,,1.5,0,111.11111111,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Huge Losses",35-44,female,"PATC Webinar - CBO",,,,1.99,,1.5714285714286,0,180.90909091,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Indicators - Male",35-44,male,"PATC Webinar",,,,1.97,,1.4615384615385,0,103.68421053,2022-01-01,2022-03-31
"Webinar 2021 - 2","Lookalike - Website Visitors",Vasudev,35-44,male,"Webinar 2021 - 2",,,,1.96,,1,0,280,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Date,25-34,female,"PATC Webinar - Conv - 19th Jan 22",,,,1.96,,1.1,0,178.18181818,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media",Approach,35-44,female,"PATC Webinar",,,,1.9319421827829,,1,0,214.66024253,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – News + Interests","Inconsistent Profits",18-24,male,"PATC Webinar - CBO",,,,1.93,,1,0,241.25,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Forex + 1","Prashant Gore",55-64,female,"PATC Webinar",,,,1.92,,1.2,0,320,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Video Ad",18-24,male,"PATC Course",,,,1.92,,1.1428571428571,0,240,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Profits,55-64,female,"PATC Webinar",,,,1.89,,0,0,315,2022-01-01,2022-03-31
"PATC Webinar","Detailed Targeting – Reels",Indicators,25-34,unknown,"PATC Webinar",,,,1.8899311397872,,2.5625,0,46.09588146,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest",Vinaya,18-24,female,"PATC Webinar - Conv - 19th Jan 22",,,,1.8799069384895,,1.3571428571429,0,98.94247045,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Reels","Testimonial - 2",25-34,female,"PATC Webinar - CBO",,,,1.86,,1,0,620,2022-01-01,2022-03-31
"PATC Webinar","Lookalike + Engagement - Social Media","Yatindra Dongre",25-34,female,"PATC Webinar",,,,1.8506974671321,,1,10,185.06974671,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1",Approach,18-24,male,"PATC Webinar - CBO",,,,1.85,,1,0,185,2022-01-01,2022-03-31
"PATC - Webinar - Lead - 21st Dec","Interest Targeting",Indicators,35-44,female,"PATC - Webinar - Lead - 21st Dec",,,,1.85,,1,0,308.33333333,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course",Testimonials,45-54,unknown,"PATC Course",,,,1.83,,1,0,1830,2022-01-01,2022-03-31
"PATC Course","PATC Webinar Attendees - PATC Course","Milind Bhalerao",45-54,female,"PATC Course",,,,1.83,,1,0,915,2022-01-01,2022-03-31
"PATC Webinar - CBO","Detailed Targeting – Forex + 1","Simplest Way",25-34,female,"PATC Webinar - CBO",,,,1.83,,2,0,130.71428571,2022-01-01,2022-03-31
"PATC Webinar - Conv - 19th Jan 22","Lookalike + Interest","Prashant Gore",55-64,unknown,"PATC Webinar - Conv - 19th Jan 22",,,,1.8061740882331,,3,16.66666667,301.02901471,2022-01-01,2022-03-31
